Timestamp,1. what is your age,2. What is your gender?,district,4. In which village or area do you live?,5. How many years have you been farming?,6. Do you farm on your own land or rented land?,7. What type of crops or produce do you grow?,8. What is the approximate size of your farm?,9. What is your average production per season?,10. Where do you sell most of your produce?,local_price,city_price,13. Transport frequency,transports_to_city,transport_cost,challenges,phone_ownership,18. Internet access,19. Comfort using apps,use_app_willingness,21. Payment methods,preferred_solutions,23. Willing to join cooperative,24. Biggest challenge (open-ended),25. Recommended solution (open-ended),26. Consent,27. May we contact you?,28. Phone number (optional),price_difference,profit_potential
1/8/2025 5:38,45–54,Female,Mangochi,Sea Village,More than 15 years,Rented land,"Rice, Beans, Vegetables",1–2 acres,17,Local market,746.98,,Weekly,No,,"No transport, Bad roads, Middlemen",No,Never,5,Yes,"Mobile Money, Cash","Training, Price information, Mobile app",3,They red everybody act way.,Type thousand show real police wait happen.,Yes,No,,,
7/16/2025 23:14,45–54,Male,Blantyre,Available Village,More than 15 years,Family land,"Vegetables, Fruits, Rice",1–2 acres,35,Local market,650.89,774.4319933,Once per season,Sometimes,,"Long distance, Middlemen",Feature phone,Rarely,4,No,"Bank, Cash",Cooperative transport,4,Drop image new drive.,Despite card check security paper.,Yes,No,,123.54199330000006,
9/3/2025 7:11,55+,Male,Ntcheu,Answer Village,4–7 years,Family land,Rice,3–5 acres,51,Home/Village,562.38,840.3390087,Occasionally,Sometimes,,"Bad roads, Long distance, Middlemen",Feature phone,Never,2,No,"Bank, Mobile Money",Aggregation centre,2,Position make society behavior develop reality fill.,Reduce tree serious soon stay seven.,Yes,No,,277.9590087,
1/13/2025 2:45,18–24,Female,Karonga,Recently Village,8–15 years,Rented land,"Beans, Maize",More than 5 acres,104,Middlemen,344.09,635.9678159,Once per season,Sometimes,,Spoilage,No,Sometimes,4,No,Cash,"Mobile app, Price information, Training",1,Hard network gas you nearly goal law fill.,Their bank land region back nor article natural.,Yes,No,,291.87781590000003,
11/12/2025 14:22,55+,Female,Dedza,Drive Village,Less than 1 year,Own land,Fruits,More than 5 acres,113,City market,787.24,883.6047187,Occasionally,No,,"Bad roads, Middlemen, No transport",Smartphone,Sometimes,2,Maybe,"Cash, Mobile Money","Aggregation centre, Training",1,Building court build movie several.,Dark Mr clearly take kind quite response.,Yes,No,,96.36471870000003,
8/14/2025 23:36,55+,Female,Karonga,Spring Village,8–15 years,Rented land,"Groundnuts, Rice",1–2 acres,92,Town market,181.57,347.0943227,Weekly,Sometimes,,"Middlemen, Long distance, Bad roads",Smartphone,Rarely,3,Yes,Bank,"Training, Mobile app",5,Course school everybody operation.,Before member speak law message lead around.,Yes,No,,165.52432270000003,
8/13/2025 19:44,18–24,Female,Mangochi,Figure Village,4–7 years,Own land,"Rice, Maize",3–5 acres,56,Local market,226.63,276.9379588,Occasionally,Yes,9730.2,Long distance,Feature phone,Always,1,Maybe,Cash,Price information,5,Others wonder strategy fast guess few remain.,Pull final against effort able design authority.,Yes,No,,50.307958799999994,-9679.8920412
6/7/2025 8:07,18–24,Female,Blantyre,Base Village,More than 15 years,Rented land,"Fruits, Maize, Vegetables",1–2 acres,60,Local market,424.14,623.7218163,Monthly,Sometimes,,"No transport, Spoilage, High cost",Smartphone,Sometimes,1,No,Bank,"Mobile app, Training, Price information",1,Ever window network recently.,General as yes various attorney value.,Yes,No,,199.5818163,
10/26/2025 17:27,18–24,Female,Mangochi,Top Village,8–15 years,Rented land,"Fruits, Groundnuts",1–2 acres,19,Town market,237.11,438.9366121,Never,Sometimes,,"High cost, No transport",Feature phone,Never,4,Maybe,"Mobile Money, Cash","Training, Price information, Mobile app",3,Point sell bill activity.,Expert conference career.,Yes,No,,201.82661209999998,
8/18/2025 3:32,18–24,Male,Nkhatabay,Early Village,More than 15 years,Family land,Beans,1–2 acres,33,City market,819.49,,Never,Sometimes,,"High cost, Long distance",No,Always,1,Yes,"Mobile Money, Bank","Mobile app, Price information, Cooperative transport",3,Light key continue anything wait.,Hear through large true help bag.,Yes,No,,,
3/24/2025 15:04,45–54,Female,Mzimba,Trial Village,Less than 1 year,Own land,Beans,3–5 acres,12,City market,708.59,,Weekly,Yes,2247.74,"Middlemen, Long distance",Feature phone,Always,4,Yes,"Mobile Money, Bank","Mobile app, Cooperative transport",5,Box assume man officer rather charge specific.,Card team budget year hotel camera without.,Yes,No,,,
1/15/2025 5:39,35–44,Female,Blantyre,Blood Village,More than 15 years,Own land,"Rice, Beans, Fruits",More than 5 acres,9,Middlemen,331.29,,Monthly,No,,Bad roads,Feature phone,Sometimes,4,No,Bank,"Training, Mobile app",4,Be easy newspaper indicate other.,Series without leg.,Yes,No,,,
8/3/2025 5:13,35–44,Male,Mzimba,Husband Village,More than 15 years,Family land,Groundnuts,3–5 acres,33,Middlemen,561.99,,Once per season,Yes,11573.79,"Spoilage, No transport",No,Sometimes,4,No,"Cash, Mobile Money","Cooperative transport, Price information, Aggregation centre",1,Difficult mission late kind team wrong figure perform.,Interest here discover leave choice country themselves.,Yes,No,,,
4/12/2025 5:07,18–24,Male,Ntcheu,Fall Village,1–3 years,Family land,"Beans, Maize",Less than 1 acre,51,Home/Village,837.63,949.5149889,Monthly,No,,"Bad roads, High cost, Spoilage",Smartphone,Always,1,Maybe,Bank,"Training, Aggregation centre, Mobile app",5,Whether between several personal enough ball dream necessary.,Allow produce past view.,Yes,No,,111.88498890000005,
7/31/2025 1:30,35–44,Male,Dedza,Long Village,1–3 years,Family land,"Vegetables, Maize",3–5 acres,72,Local market,768.94,958.5431681,Never,No,,"No transport, Bad roads, Spoilage",Feature phone,Always,4,No,"Mobile Money, Bank",Training,5,Able late order fact.,Drive attack order.,Yes,No,,189.60316809999995,
7/29/2025 14:09,35–44,Male,Lilongwe,Prove Village,1–3 years,Family land,Fruits,3–5 acres,80,Middlemen,570.56,,Never,Sometimes,,"Middlemen, Bad roads, High cost",Feature phone,Rarely,1,No,Mobile Money,"Aggregation centre, Price information",1,Explain executive teacher author do.,Our reflect any scientist I doctor describe.,Yes,No,,,
7/3/2025 8:19,18–24,Female,Mangochi,They Village,More than 15 years,Own land,"Maize, Fruits, Beans",3–5 acres,49,City market,782.61,888.9950356,Monthly,No,,"High cost, Long distance, Spoilage",No,Never,4,Yes,Bank,Aggregation centre,1,Skin person product value interesting.,Cell year doctor trouble.,Yes,No,,106.38503560000004,
9/11/2025 22:51,35–44,Female,Karonga,His Village,4–7 years,Own land,Rice,3–5 acres,6,Town market,842.43,932.6363673,Monthly,Yes,2787.99,Middlemen,Smartphone,Rarely,5,No,Mobile Money,Training,3,Different chance enter central arrive society organization.,Five our pull fly few century produce.,Yes,No,,90.20636730000001,-2697.7836326999995
10/29/2025 1:21,55+,Female,Dedza,Commercial Village,More than 15 years,Rented land,"Rice, Beans",More than 5 acres,31,City market,670.35,,Never,Yes,12564.95,Bad roads,Feature phone,Sometimes,4,No,"Bank, Mobile Money","Cooperative transport, Aggregation centre, Training",4,Tv keep light fight I evening music.,Including every news option same.,Yes,No,,,
2/27/2025 17:21,25–34,Female,Blantyre,Hospital Village,4–7 years,Rented land,"Maize, Beans",Less than 1 acre,99,Local market,195.49,408.3698667,Once per season,No,,Middlemen,No,Rarely,2,Yes,Bank,"Mobile app, Price information",4,Ball always it focus economy before.,Personal interview many win.,Yes,No,,212.87986669999998,
5/23/2025 1:40,25–34,Female,Mzimba,Hear Village,4–7 years,Family land,"Maize, Rice",More than 5 acres,119,City market,431.11,562.591366,Weekly,Sometimes,,"High cost, Bad roads, Long distance",Feature phone,Rarely,4,Yes,Mobile Money,Price information,1,Onto again share start office several compare.,Skill five indicate chance heavy senior.,Yes,No,,131.48136599999998,
6/2/2025 10:20,18–24,Female,Karonga,Determine Village,1–3 years,Family land,"Rice, Groundnuts",More than 5 acres,119,Home/Village,736.48,,Weekly,Sometimes,,"Spoilage, High cost, No transport",No,Rarely,3,Maybe,"Bank, Mobile Money","Aggregation centre, Price information, Mobile app",2,Prepare trouble consider one play man before.,Drive different tax certain leg arm include.,Yes,No,,,
3/28/2025 17:22,45–54,Male,Mzimba,Religious Village,8–15 years,Family land,"Fruits, Vegetables",3–5 acres,40,Local market,311.4,508.9659847,Monthly,Yes,11948.39,"High cost, Spoilage",Smartphone,Rarely,4,No,Bank,"Price information, Cooperative transport, Mobile app",5,Impact fly bit claim in many.,Newspaper care drug data position two.,Yes,No,,197.5659847,-11750.824015299999
10/27/2025 20:54,18–24,Female,Nkhatabay,Example Village,Less than 1 year,Rented land,"Fruits, Rice, Beans",1–2 acres,40,Town market,731.45,889.7616872,Weekly,Sometimes,,"Spoilage, Bad roads",Smartphone,Never,2,Yes,Bank,Training,5,Spend nearly lawyer fire follow wife.,Begin right couple environmental purpose owner.,Yes,No,,158.31168719999994,
8/17/2025 23:28,45–54,Male,Mzimba,Science Village,1–3 years,Rented land,Groundnuts,1–2 acres,30,Home/Village,234.24,,Never,No,,Long distance,Smartphone,Never,2,Maybe,"Bank, Mobile Money",Training,1,Ten stay ability thank left approach.,Could seven right next.,Yes,No,,,
10/12/2025 18:10,25–34,Male,Nkhatabay,Write Village,1–3 years,Rented land,Maize,More than 5 acres,47,Local market,182.86,,Never,No,,"Bad roads, No transport, Long distance",Smartphone,Always,1,Maybe,Mobile Money,"Price information, Training",2,Gun series personal service data near until.,Decade trade field training deep couple scientist.,Yes,No,,,
4/24/2025 0:18,18–24,Female,Ntcheu,Result Village,8–15 years,Rented land,"Fruits, Vegetables, Maize",More than 5 acres,31,Town market,418.86,714.9478519,Monthly,Yes,10922.43,Long distance,Feature phone,Sometimes,5,No,"Cash, Bank","Aggregation centre, Price information",3,Thing machine ahead picture son report.,Trial receive region however dream focus executive.,Yes,No,,296.08785190000003,-10626.3421481
2/21/2025 23:51,55+,Male,Karonga,Raise Village,Less than 1 year,Rented land,"Groundnuts, Maize, Vegetables",3–5 acres,73,Home/Village,175.71,263.1051607,Monthly,No,,No transport,Feature phone,Rarely,4,No,"Mobile Money, Cash","Mobile app, Training, Price information",1,Nearly need behavior yeah tree.,Move grow end mention market better wonder.,Yes,No,,87.39516069999999,
6/30/2025 11:19,35–44,Female,Karonga,Away Village,More than 15 years,Rented land,"Rice, Vegetables, Beans",More than 5 acres,24,Home/Village,820.09,986.2396492,Monthly,Yes,1506.25,"No transport, Long distance",Smartphone,Always,1,Maybe,Cash,"Mobile app, Price information, Cooperative transport",1,Water positive child usually factor relate indeed.,Seven floor data fine animal ten scientist.,Yes,No,,166.1496492,-1340.1003508
7/14/2025 14:48,45–54,Male,Lilongwe,Politics Village,More than 15 years,Rented land,Vegetables,3–5 acres,15,Local market,728.34,948.4541566,Once per season,No,,"No transport, Long distance",Smartphone,Always,5,Yes,Cash,Mobile app,5,Woman during necessary himself two meet these.,End various often.,Yes,No,,220.1141566,
7/18/2025 5:23,35–44,Female,Blantyre,Prove Village,1–3 years,Family land,Beans,1–2 acres,78,Middlemen,710.54,859.426271,Weekly,Yes,5243.8,Bad roads,Smartphone,Always,4,Maybe,"Cash, Bank","Mobile app, Aggregation centre, Price information",1,Everybody so increase various.,Far cultural discover now early nearly.,Yes,No,,148.88627100000008,-5094.913729
2/5/2025 4:01,35–44,Male,Nkhatabay,Congress Village,Less than 1 year,Family land,Vegetables,1–2 acres,108,Home/Village,590.84,,Monthly,Sometimes,,"Spoilage, Bad roads, Middlemen",Feature phone,Never,3,No,"Bank, Cash","Aggregation centre, Price information",1,Environment able rise study oil process tend.,Either start whom politics make collection.,Yes,No,,,
6/4/2025 2:18,18–24,Female,Lilongwe,None Village,1–3 years,Family land,Fruits,Less than 1 acre,42,Home/Village,301.43,595.104963,Occasionally,No,,"High cost, Bad roads, Spoilage",Smartphone,Rarely,4,Yes,"Cash, Bank","Price information, Mobile app",1,Mrs generation necessary myself lay focus country.,College result major true my politics.,Yes,No,,293.674963,
5/22/2025 7:28,35–44,Female,Mzimba,Shoulder Village,4–7 years,Family land,Rice,1–2 acres,10,Town market,512.78,743.251907,Occasionally,No,,"No transport, Long distance, High cost",Smartphone,Rarely,2,Yes,Bank,"Mobile app, Training, Cooperative transport",5,Occur do simply analysis seat.,Model stuff avoid stand.,Yes,No,,230.471907,
7/15/2025 0:32,55+,Female,Mzimba,Election Village,1–3 years,Rented land,Vegetables,More than 5 acres,76,City market,568.09,,Never,Yes,4683.58,"Spoilage, No transport",Smartphone,Sometimes,2,Maybe,Bank,"Training, Price information, Aggregation centre",3,History professional star wonder manager already.,Share include successful.,Yes,No,,,
1/5/2025 2:43,35–44,Female,Lilongwe,Common Village,1–3 years,Own land,Vegetables,1–2 acres,27,Local market,517.52,731.7659644,Weekly,Yes,6041.91,"Middlemen, Bad roads",No,Rarely,3,No,"Cash, Mobile Money","Aggregation centre, Mobile app",3,Whole forward beyond suddenly between treat address.,Attack character despite lay art.,Yes,No,,214.24596440000005,-5827.6640356
9/15/2025 8:36,18–24,Female,Karonga,Maintain Village,More than 15 years,Rented land,"Maize, Vegetables, Fruits",3–5 acres,51,Local market,332.16,571.4248169,Monthly,No,,"Spoilage, Bad roads, Middlemen",Smartphone,Rarely,1,Maybe,"Bank, Cash",Mobile app,1,Improve pressure child light.,Tree process administration mother in admit reveal movie.,Yes,No,,239.26481689999997,
4/3/2025 18:31,55+,Male,Mzimba,Hundred Village,More than 15 years,Own land,"Fruits, Vegetables",1–2 acres,94,Middlemen,510.67,798.8321595,Occasionally,Yes,2227.0,Bad roads,No,Always,5,Maybe,"Bank, Mobile Money","Cooperative transport, Mobile app, Aggregation centre",5,Full realize power system system.,Admit spend purpose south travel.,Yes,No,,288.1621595,-1938.8378405
11/10/2025 5:29,25–34,Male,Mangochi,Expect Village,More than 15 years,Family land,"Vegetables, Groundnuts, Fruits",Less than 1 acre,50,Middlemen,493.83,,Weekly,No,,"High cost, Long distance",No,Sometimes,4,Maybe,"Cash, Bank","Mobile app, Price information, Cooperative transport",3,Here first responsibility service their along attention.,Truth modern drive people.,Yes,No,,,
8/27/2025 11:13,35–44,Male,Ntcheu,Wish Village,4–7 years,Rented land,Fruits,1–2 acres,111,Local market,847.44,1124.394663,Never,Sometimes,,"No transport, Spoilage",Smartphone,Rarely,2,Yes,"Mobile Money, Cash",Training,3,Range explain dinner bed within set region beyond.,Spring environment however health image.,Yes,No,,276.954663,
9/23/2025 16:50,18–24,Female,Ntcheu,Push Village,More than 15 years,Family land,"Groundnuts, Beans, Fruits",3–5 acres,16,Middlemen,778.21,1009.281327,Once per season,Yes,14117.41,"Spoilage, Middlemen, High cost",No,Never,1,Yes,"Bank, Mobile Money","Training, Mobile app",3,Really tough animal someone.,During recently feel stock ball yard practice.,Yes,No,,231.071327,-13886.338673
3/6/2025 9:46,25–34,Male,Mangochi,Rise Village,Less than 1 year,Rented land,"Beans, Groundnuts",3–5 acres,94,Town market,474.37,711.6604098,Weekly,No,,"Bad roads, Spoilage, High cost",Smartphone,Rarely,3,No,"Mobile Money, Bank",Cooperative transport,5,Grow issue each include radio.,Behavior here need.,Yes,No,,237.29040980000002,
10/22/2025 1:40,25–34,Female,Lilongwe,Onto Village,8–15 years,Family land,"Groundnuts, Maize",More than 5 acres,17,Local market,586.06,672.5405185,Weekly,Sometimes,,"Middlemen, High cost, Bad roads",Feature phone,Always,2,No,"Cash, Bank","Training, Aggregation centre, Cooperative transport",5,Color bad that people.,Pm reflect bar suddenly.,Yes,No,,86.48051850000002,
7/19/2025 16:06,45–54,Female,Mangochi,Discuss Village,Less than 1 year,Own land,Rice,1–2 acres,108,Middlemen,673.51,749.2081011,Once per season,Sometimes,,"Long distance, No transport",Feature phone,Never,3,Maybe,Mobile Money,Training,1,Marriage on discussion point least.,Not teach believe month amount deep.,Yes,No,,75.69810110000003,
2/24/2025 12:20,55+,Male,Nkhatabay,Reveal Village,Less than 1 year,Own land,"Vegetables, Maize, Fruits",3–5 acres,66,Local market,174.41,367.1361255,Weekly,No,,"Long distance, Middlemen",Feature phone,Always,4,Maybe,Bank,Aggregation centre,4,Together let explain.,Little another avoid understand tonight nor allow.,Yes,No,,192.7261255,
6/23/2025 7:04,35–44,Male,Nkhatabay,Garden Village,More than 15 years,Own land,"Beans, Vegetables, Groundnuts",Less than 1 acre,86,City market,776.45,831.0419092,Never,Yes,8753.23,"Spoilage, Long distance, High cost",Feature phone,Rarely,5,Maybe,"Mobile Money, Cash",Cooperative transport,3,Citizen kid generation onto police interesting economic.,Administration debate certain star start up.,Yes,No,,54.59190919999992,-8698.6380908
3/3/2025 20:03,18–24,Female,Lilongwe,Threat Village,8–15 years,Rented land,Groundnuts,More than 5 acres,93,Home/Village,752.09,922.6790954,Never,No,,"Middlemen, High cost, Spoilage",No,Never,2,No,Mobile Money,"Mobile app, Price information",4,Current his low down occur.,Class drive strong home to.,Yes,No,,170.58909540000002,
3/11/2025 13:45,45–54,Male,Mangochi,Special Village,8–15 years,Own land,Beans,Less than 1 acre,101,Local market,470.2,572.787395,Once per season,Sometimes,,"High cost, No transport",Smartphone,Sometimes,2,Yes,Cash,Aggregation centre,5,Fast recognize against stop how account ten.,Himself science so ready bad seat.,Yes,No,,102.58739499999996,
8/8/2025 22:49,55+,Female,Nkhatabay,Stand Village,8–15 years,Rented land,"Groundnuts, Beans",1–2 acres,115,Home/Village,423.82,,Monthly,No,,"Middlemen, Long distance",Smartphone,Sometimes,4,Yes,"Mobile Money, Cash",Training,5,Treat seat strategy.,Approach join stuff future shoulder western.,Yes,No,,,
8/8/2025 17:45,45–54,Female,Karonga,Arrive Village,4–7 years,Own land,"Vegetables, Groundnuts",1–2 acres,108,Middlemen,341.07,477.5741419,Occasionally,Yes,5277.34,Spoilage,Smartphone,Never,1,Maybe,"Cash, Bank",Price information,5,Simply discover soon despite couple.,Why for plant situation late direction.,Yes,No,,136.50414189999998,-5140.8358581
9/14/2025 2:10,55+,Female,Mangochi,Drop Village,More than 15 years,Own land,"Fruits, Vegetables, Maize",1–2 acres,64,Home/Village,483.67,727.6211839,Monthly,Sometimes,,"Middlemen, Bad roads",Feature phone,Never,5,Maybe,"Mobile Money, Cash","Price information, Training, Mobile app",4,Question return process stuff pick.,Wait it quickly produce beat peace something.,Yes,No,,243.9511839,
2/26/2025 18:40,55+,Female,Karonga,Term Village,8–15 years,Rented land,"Vegetables, Groundnuts, Maize",More than 5 acres,47,Local market,181.06,466.3693761,Weekly,No,,Long distance,Feature phone,Always,2,Maybe,"Cash, Mobile Money",Mobile app,5,Position final kid often run bed far section.,Bank child Republican plant.,Yes,No,,285.3093761,
10/13/2025 19:16,35–44,Female,Nkhatabay,Almost Village,4–7 years,Rented land,Groundnuts,3–5 acres,80,City market,746.54,814.644068,Occasionally,Yes,6557.74,No transport,Smartphone,Never,5,Maybe,"Cash, Mobile Money","Mobile app, Cooperative transport",1,Customer skill theory hand.,First blood accept final growth especially.,Yes,No,,68.10406799999998,-6489.635932
10/12/2025 6:46,55+,Male,Ntcheu,Support Village,1–3 years,Own land,Maize,More than 5 acres,112,Middlemen,174.8,358.3605515,Once per season,Sometimes,,"No transport, Middlemen",Feature phone,Always,2,No,Mobile Money,Training,5,Tree store either station loss southern second.,Beautiful issue news mention.,Yes,No,,183.56055149999997,
7/7/2025 18:34,45–54,Male,Nkhatabay,Four Village,1–3 years,Rented land,"Vegetables, Beans, Groundnuts",Less than 1 acre,104,Local market,380.34,650.9733715,Once per season,Yes,7260.84,"Long distance, Spoilage",Smartphone,Rarely,5,Yes,Cash,Training,2,Sound life away senior difficult put.,Ago government behavior our.,Yes,No,,270.6333715,-6990.2066285
5/20/2025 8:13,55+,Female,Karonga,Institution Village,4–7 years,Own land,"Vegetables, Beans",More than 5 acres,116,Middlemen,802.11,872.7371336,Occasionally,Sometimes,,"Spoilage, Middlemen",Smartphone,Always,3,Maybe,"Cash, Mobile Money","Cooperative transport, Aggregation centre, Price information",4,Whose source hand so add Mr.,Tell activity including single right nice.,Yes,No,,70.62713359999998,
1/16/2025 16:44,35–44,Female,Dedza,Executive Village,4–7 years,Rented land,"Groundnuts, Beans, Fruits",Less than 1 acre,72,Town market,664.65,,Never,No,,Bad roads,Smartphone,Never,2,No,Cash,Cooperative transport,2,Happy see energy herself police he push.,Occur college herself catch feeling.,Yes,No,,,
3/26/2025 23:32,35–44,Male,Blantyre,Attorney Village,More than 15 years,Family land,"Rice, Groundnuts, Maize",More than 5 acres,9,Home/Village,346.97,603.0985117,Occasionally,Yes,9408.32,Long distance,Smartphone,Never,5,Maybe,Mobile Money,"Price information, Aggregation centre",5,Agent this no trip determine as statement.,Certainly cold every feel site guess want.,Yes,No,,256.1285117,-9152.191488299999
10/23/2025 17:26,45–54,Male,Mzimba,Development Village,More than 15 years,Family land,Fruits,3–5 acres,41,Town market,326.85,466.3003377,Weekly,Sometimes,,Middlemen,Smartphone,Rarely,1,Maybe,"Bank, Cash","Mobile app, Cooperative transport, Price information",1,Power bring animal also you.,Many pattern leader career according how success here.,Yes,No,,139.45033769999998,
7/9/2025 9:09,25–34,Female,Mangochi,White Village,1–3 years,Family land,"Groundnuts, Maize",Less than 1 acre,76,Local market,153.56,284.0836756,Never,Yes,8219.51,"Middlemen, Bad roads, Spoilage",Smartphone,Never,3,Yes,"Mobile Money, Cash","Training, Cooperative transport",3,Best thought career law.,Key issue statement prepare organization feel.,Yes,No,,130.5236756,-8088.9863244
4/1/2025 0:03,25–34,Male,Dedza,Yes Village,8–15 years,Family land,Groundnuts,1–2 acres,110,City market,637.0,931.3665966,Once per season,Yes,13871.49,Bad roads,Smartphone,Never,3,Maybe,Cash,"Mobile app, Price information",5,Industry score choice increase between majority impact.,Water cut fire who why fact reason make.,Yes,No,,294.3665966,-13577.123403399999
1/25/2025 9:54,55+,Female,Nkhatabay,Our Village,1–3 years,Family land,Fruits,1–2 acres,117,Middlemen,184.15,284.3647725,Occasionally,No,,Spoilage,Feature phone,Sometimes,1,Yes,"Cash, Bank","Training, Price information, Cooperative transport",1,Allow have kitchen wear talk.,Site for exactly skill half usually customer.,Yes,No,,100.21477250000001,
4/13/2025 15:59,18–24,Male,Ntcheu,Under Village,8–15 years,Own land,"Beans, Rice",More than 5 acres,96,Home/Village,522.82,,Monthly,Yes,7957.49,"High cost, Bad roads, Spoilage",Smartphone,Sometimes,5,Yes,"Cash, Mobile Money","Price information, Mobile app, Cooperative transport",4,Wonder happen top population.,Conference should agree road wall decide something.,Yes,No,,,
5/24/2025 11:23,55+,Female,Lilongwe,Serious Village,8–15 years,Family land,"Fruits, Rice, Maize",1–2 acres,35,Middlemen,823.49,1046.788485,Monthly,Sometimes,,"Middlemen, Spoilage, Bad roads",Smartphone,Rarely,4,Yes,Mobile Money,Mobile app,2,Huge couple business summer.,Standard somebody important material.,Yes,No,,223.29848500000003,
4/1/2025 21:12,45–54,Male,Nkhatabay,Forward Village,More than 15 years,Family land,Maize,Less than 1 acre,13,Local market,226.63,481.990182,Weekly,Sometimes,,"Spoilage, High cost, Long distance",Feature phone,Always,1,No,Cash,Price information,2,Begin deep police wife anything four writer.,Drug probably resource smile available.,Yes,No,,255.360182,
1/17/2025 15:00,45–54,Female,Ntcheu,Difference Village,Less than 1 year,Family land,"Beans, Vegetables, Maize",1–2 acres,55,Middlemen,776.14,,Monthly,Sometimes,,"High cost, No transport",Feature phone,Sometimes,5,No,Mobile Money,"Mobile app, Aggregation centre, Cooperative transport",2,Day stop never only spend do similar.,Look husband media turn reality myself so growth.,Yes,No,,,
9/17/2025 15:40,45–54,Male,Blantyre,Reality Village,Less than 1 year,Family land,"Vegetables, Fruits",3–5 acres,33,Home/Village,844.03,904.3258738,Occasionally,Sometimes,,"Spoilage, No transport, Long distance",Feature phone,Always,1,Yes,"Cash, Bank","Mobile app, Training, Price information",4,Able teach certain candidate economy company produce ago.,Order trial body eat professor coach partner.,Yes,No,,60.29587379999998,
3/22/2025 7:16,45–54,Male,Nkhatabay,Money Village,4–7 years,Rented land,Rice,3–5 acres,82,Local market,193.06,,Occasionally,No,,"High cost, Bad roads, Spoilage",Smartphone,Never,1,Maybe,"Bank, Cash","Aggregation centre, Training, Mobile app",1,Group small open.,Worker quality hundred sell whole involve action.,Yes,No,,,
7/21/2025 3:02,45–54,Female,Karonga,Individual Village,More than 15 years,Own land,Maize,More than 5 acres,44,Middlemen,768.03,985.6263646,Monthly,Yes,14890.21,"Bad roads, High cost, Long distance",No,Sometimes,2,Yes,Bank,"Price information, Training, Mobile app",4,Company appear score.,Develop section newspaper reach determine.,Yes,No,,217.59636460000002,-14672.6136354
11/4/2025 8:56,35–44,Male,Lilongwe,Usually Village,8–15 years,Family land,"Groundnuts, Maize",Less than 1 acre,45,City market,511.26,799.1474936,Occasionally,No,,High cost,No,Rarely,5,Maybe,Mobile Money,"Cooperative transport, Price information",2,Box as large gun order later develop.,Hospital sign open matter general agency.,Yes,No,,287.88749359999997,
5/21/2025 7:06,25–34,Female,Ntcheu,Who Village,Less than 1 year,Family land,"Beans, Fruits",3–5 acres,90,Local market,784.56,865.6149917,Weekly,Yes,12919.95,"Bad roads, High cost",Feature phone,Rarely,4,Yes,"Cash, Mobile Money","Cooperative transport, Aggregation centre, Training",5,Analysis situation term miss leader who article look.,Far turn beat story.,Yes,No,,81.05499170000007,-12838.8950083
5/31/2025 17:17,45–54,Male,Ntcheu,Question Village,8–15 years,Family land,"Maize, Groundnuts, Rice",3–5 acres,15,Local market,549.92,,Never,Yes,3919.15,Long distance,No,Rarely,2,Maybe,Bank,"Mobile app, Aggregation centre",3,International blue Republican kitchen tonight focus.,Give gas six miss.,Yes,No,,,
7/2/2025 9:40,18–24,Female,Ntcheu,Low Village,Less than 1 year,Own land,"Fruits, Beans, Vegetables",Less than 1 acre,27,City market,613.48,887.5353257,Weekly,Yes,14028.33,"Long distance, Bad roads, No transport",Feature phone,Sometimes,1,No,"Cash, Bank",Mobile app,4,Assume every plan nature.,Live just recent five feel special.,Yes,No,,274.0553257,-13754.2746743
6/26/2025 13:35,18–24,Male,Blantyre,Character Village,Less than 1 year,Rented land,Beans,1–2 acres,5,Town market,530.65,,Weekly,No,,"Middlemen, No transport",Smartphone,Always,1,Maybe,"Cash, Bank","Aggregation centre, Price information",4,Herself our far measure involve soldier.,Against gas body son.,Yes,No,,,
1/19/2025 0:49,18–24,Female,Nkhatabay,Evidence Village,Less than 1 year,Own land,"Maize, Beans",1–2 acres,50,Home/Village,755.15,,Occasionally,Yes,2629.13,"No transport, Long distance",No,Never,1,Yes,"Mobile Money, Cash","Mobile app, Training",1,Table prepare shoulder result.,Might necessary former interview left.,Yes,No,,,
1/16/2025 11:56,18–24,Male,Blantyre,Chair Village,More than 15 years,Rented land,"Groundnuts, Rice, Beans",More than 5 acres,105,Town market,663.74,862.4341593,Never,No,,"Middlemen, High cost",Smartphone,Always,5,No,"Mobile Money, Bank","Training, Cooperative transport, Aggregation centre",1,Involve thousand including still human.,Picture control price how scene third.,Yes,No,,198.69415930000002,
9/9/2025 20:41,35–44,Female,Mangochi,Employee Village,1–3 years,Family land,"Beans, Maize",1–2 acres,25,Middlemen,514.88,719.0311455,Occasionally,Sometimes,,"No transport, Bad roads",No,Always,5,Maybe,Mobile Money,"Mobile app, Aggregation centre, Cooperative transport",4,Fine fine effort well.,Or home relate day sell speak artist.,Yes,No,,204.15114549999998,
5/6/2025 20:33,18–24,Male,Mzimba,Size Village,8–15 years,Family land,"Maize, Rice",Less than 1 acre,94,City market,757.71,960.9460437,Once per season,Sometimes,,"High cost, Spoilage",Smartphone,Never,2,Maybe,Mobile Money,"Cooperative transport, Price information, Aggregation centre",2,Attack story behavior benefit school speech news.,Son Mr hand culture.,Yes,No,,203.23604369999998,
